Date,Open,High,Low,Close,Adj Close,Volume
2011-02-15,12.828214,12.856071,12.769643,12.853571,10.956612,284174800
2011-02-16,12.885714,13.032143,12.875000,12.968929,11.054947,481157600
2011-02-17,12.758929,12.866786,12.732857,12.796429,10.907907,530583200
2011-02-18,12.811071,12.839286,12.482857,12.520000,10.672274,816057200
2011-02-22,12.219643,12.335714,12.061429,12.093214,10.308471,872555600
2011-02-23,12.098929,12.308571,12.093214,12.236429,10.430552,671854400
2011-02-24,12.286429,12.326786,12.084643,12.245714,10.438466,499900800
2011-02-25,12.330714,12.443929,12.314286,12.434286,10.599210,380018800
2011-02-28,12.544286,12.680357,12.540000,12.614643,10.752946,403074000
2011-03-01,12.695357,12.704286,12.417143,12.475357,10.634218,456136800
2011-03-02,12.498571,12.655357,12.442857,12.575714,10.719762,602590800
2011-03-03,12.756786,12.849643,12.711429,12.841429,10.946266,500788400
2011-03-04,12.859643,12.867500,12.776786,12.857143,10.959659,453266800
2011-03-07,12.907143,12.916786,12.546786,12.691429,10.818401,546123200
2011-03-08,12.675357,12.764286,12.580357,12.705714,10.830578,356316800
2011-03-09,12.667500,12.670000,12.521429,12.588214,10.730419,453306000
2011-03-10,12.468571,12.491786,12.317857,12.381071,10.553846,507539200
2011-03-11,12.333214,12.582857,12.321429,12.571071,10.715805,471080400
2011-03-14,12.613571,12.731429,12.546786,12.627143,10.763602,435957200
2011-03-15,12.217857,12.422857,12.146429,12.336786,10.516096,721081200
2011-03-16,12.214286,12.250000,11.652143,11.786071,10.046659,1162011200
2011-03-17,12.029643,12.128929,11.809286,11.951429,10.187611,659422400
2011-03-18,12.040357,12.078571,11.785714,11.809643,10.066752,753214000
2011-03-21,11.999643,12.133571,11.973571,12.117857,10.329480,409402000
2011-03-22,12.234286,12.236429,12.112143,12.185714,10.387320,325922800
2011-03-23,12.117143,12.150714,11.998214,12.113929,10.326132,372996400
2011-03-24,12.208929,12.357143,12.102143,12.320357,10.502094,404712000
2011-03-25,12.431071,12.573571,12.393571,12.555000,10.702105,448910000
2011-03-28,12.612500,12.654286,12.515714,12.515714,10.668618,309355200
2011-03-29,12.416429,12.534286,12.359286,12.534286,10.684450,352900800
2011-03-30,12.522857,12.531429,12.408571,12.451071,10.613517,329406000
2011-03-31,12.370000,12.492857,12.359286,12.446786,10.609861,274019200
2011-04-01,12.539643,12.556786,12.260714,12.305714,10.489609,418661600
2011-04-04,12.296786,12.307143,12.085714,12.185357,10.387015,460084800
2011-04-05,12.035357,12.223214,12.000000,12.103214,10.316998,482731200
2011-04-06,12.186429,12.282143,12.040714,12.072857,10.291120,402539200
2011-04-07,12.075000,12.158214,12.001071,12.074286,10.292339,373447200
2011-04-08,12.140000,12.148214,11.926786,11.966429,10.200400,377535200
2011-04-11,11.930714,11.988214,11.786429,11.814286,10.070710,398946800
2011-04-12,11.803214,11.918929,11.792857,11.871429,10.119420,425639200
2011-04-13,11.965000,12.005000,11.875714,12.004643,10.232971,346220000
2011-04-14,11.957143,12.000000,11.859286,11.872143,10.120028,301800800
2011-04-15,11.903571,11.915714,11.671429,11.695000,9.969026,453605600
2011-04-18,11.646429,11.865357,11.434286,11.851786,10.102674,609898800
2011-04-19,11.896429,12.070714,11.846786,12.066429,10.285641,419378400
2011-04-20,12.268214,12.348214,12.196429,12.228929,10.424155,700666400
2011-04-21,12.678571,12.683214,12.447143,12.525000,10.676536,753810400
2011-04-25,12.512143,12.633929,12.510714,12.607500,10.746857,266546000
2011-04-26,12.629286,12.678214,12.476786,12.515000,10.668010,338800000
2011-04-27,12.580000,12.583929,12.396429,12.505357,10.659791,356213200
2011-04-28,12.363929,12.491071,12.340000,12.383929,10.556283,360959200
2011-04-29,12.385000,12.641071,12.381071,12.504643,10.659180,1006345200
2011-05-02,12.490714,12.516786,12.339286,12.367143,10.541975,442713600
2011-05-03,12.428214,12.496071,12.343571,12.435714,10.600425,313348000
2011-05-04,12.437857,12.565357,12.388571,12.484643,10.642131,389250400
2011-05-05,12.442857,12.533929,12.358929,12.383929,10.556283,335969200
2011-05-06,12.488929,12.500000,12.364643,12.380714,10.553543,280134400
2011-05-09,12.423571,12.471429,12.376071,12.414286,10.582161,204747200
2011-05-10,12.460357,12.488929,12.380714,12.480357,10.638481,282091600
2011-05-11,12.465000,12.500000,12.330000,12.401071,10.570894,336000000
2011-05-12,12.361429,12.397143,12.223929,12.377500,10.550801,322000000
2011-05-13,12.345000,12.366071,12.155357,12.160714,10.366010,326116000
2011-05-16,12.114286,12.186429,11.878571,11.903571,10.146816,449775200
2011-05-17,11.857143,12.005000,11.811786,12.005000,10.233278,452334400
2011-05-18,12.016786,12.180357,12.000000,12.138214,10.346829,334776400
2011-05-19,12.217143,12.228929,12.095357,12.161786,10.366924,261170000
2011-05-20,12.127143,12.176786,11.965000,11.972143,10.205268,337968400
2011-05-23,11.784643,11.999286,11.765000,11.942857,10.180304,383600000
2011-05-24,11.982143,11.996429,11.833571,11.863929,10.113028,321927200
2011-05-25,11.908214,12.091429,11.887500,12.027857,10.252763,294224000
2011-05-26,11.998929,12.031786,11.943929,11.964286,10.198568,222560800
2011-05-27,11.957143,12.058214,11.939643,12.050357,10.271936,203599200
2011-05-31,12.182143,12.422500,12.178571,12.422500,10.589160,417754400
2011-06-01,12.459643,12.576071,12.308929,12.339643,10.518528,554682800
2011-06-02,12.375000,12.427857,12.296429,12.360714,10.536491,338783200
2011-06-03,12.256429,12.333214,12.214643,12.265714,10.455512,313250000
2011-06-06,12.346429,12.394643,12.064643,12.072857,10.291120,461941200
2011-06-07,12.077500,12.079286,11.853571,11.858571,10.108459,529785200
2011-06-08,11.849286,11.957143,11.808929,11.865714,10.114544,333723600
2011-06-09,11.901786,11.916786,11.812500,11.838929,10.091715,275088800
2011-06-10,11.805357,11.845000,11.625357,11.639286,9.921533,433955200
2011-06-13,11.685714,11.725357,11.609643,11.664286,9.942846,329473200
2011-06-14,11.785714,11.901786,11.761071,11.872857,10.120636,334569200
2011-06-15,11.776786,11.796429,11.602857,11.669643,9.947414,399196000
2011-06-16,11.675000,11.738571,11.368929,11.612857,9.899003,510591200
2011-06-17,11.749643,11.758929,11.405714,11.437857,9.749834,615020000
2011-06-20,11.334286,11.346429,11.089286,11.261429,9.599446,640645600
2011-06-21,11.310000,11.635714,11.257143,11.617857,9.903268,493382400
2011-06-22,11.612857,11.746429,11.513571,11.521786,9.821377,390583200
2011-06-23,11.390714,11.846071,11.361429,11.829643,10.083801,559759200
2011-06-24,11.834643,11.898214,11.610357,11.655357,9.935235,439807200
2011-06-27,11.699643,11.925000,11.687500,11.858571,10.108459,339813600
2011-06-28,11.916071,12.025000,11.908571,11.973571,10.206484,294299600
2011-06-29,12.001429,12.013214,11.852857,11.930000,10.169345,352545200
2011-06-30,11.953571,12.004643,11.887143,11.988214,10.218966,322954800
2011-07-01,11.998214,12.267857,11.935714,12.259286,10.450034,435313200
2011-07-05,12.250000,12.493929,12.232143,12.479643,10.637871,355054000
2011-07-06,12.462500,12.646429,12.382500,12.562857,10.708801,444626000
2011-07-07,12.666786,12.785714,12.642857,12.757143,10.874415,399663600
2011-07-08,12.619286,12.857143,12.578571,12.846786,10.950830,489633200
2011-07-11,12.726429,12.848929,12.600714,12.642857,10.776997,442674400
2011-07-12,12.626071,12.774286,12.450714,12.633929,10.769388,451609200
2011-07-13,12.797500,12.857143,12.727857,12.786429,10.899380,391638800
2011-07-14,12.893214,12.914643,12.726429,12.777500,10.891769,430533600
2011-07-15,12.898929,13.035714,12.827500,13.032857,11.109443,484467200
2011-07-18,13.051071,13.380357,13.045714,13.350000,11.379778,572653200
2011-07-19,13.500000,13.523214,13.332857,13.458929,11.472631,819145600
2011-07-20,14.147143,14.152500,13.785714,13.817857,11.778582,941340400
2011-07-21,13.819643,13.930714,13.710714,13.831786,11.790461,526534400
2011-07-22,13.868571,14.108929,13.848214,14.046429,11.973426,516728800
2011-07-25,13.941071,14.285714,13.915000,14.232143,12.131733,589806000
2011-07-26,14.285714,14.446429,14.274286,14.407500,12.281210,476582400
2011-07-27,14.306786,14.380000,14.005357,14.021071,11.951812,659324400
2011-07-28,13.986429,14.178214,13.861786,13.993571,11.928368,594034000
2011-07-29,13.844286,14.112500,13.714286,13.945714,11.887576,632584400
2011-08-01,14.206429,14.267857,14.013214,14.169643,12.078460,612836000
2011-08-02,14.201786,14.210714,13.869643,13.889643,11.839779,639539600
2011-08-03,13.963571,14.055357,13.651429,14.020357,11.951206,732508000
2011-08-04,13.907500,13.975714,13.476786,13.477500,11.488462,871407600
2011-08-05,13.587143,13.696429,12.948929,13.343571,11.374297,1204590800
2011-08-08,12.917500,13.134643,12.607857,12.614643,10.752946,1143833600
2011-08-09,12.903571,13.378929,12.678571,13.357500,11.386172,1082583600
2011-08-10,13.255357,13.380357,12.946429,12.988929,11.071994,878656800
2011-08-11,13.232857,13.408929,13.025714,13.346429,11.376736,741969200
2011-08-12,13.502500,13.558571,13.365357,13.463929,11.476894,528976000
2011-08-15,13.558214,13.748929,13.503214,13.693214,11.672340,460544000
2011-08-16,13.625714,13.691786,13.430714,13.588571,11.583138,498750000
2011-08-17,13.653929,13.732857,13.500000,13.587143,11.581923,442061200
2011-08-18,13.244286,13.308929,12.906071,13.073214,11.143843,851435200
2011-08-19,12.934643,13.107143,12.714286,12.715357,10.838797,775888400
2011-08-22,13.018214,13.031429,12.681786,12.730000,10.851280,535315200
2011-08-23,12.867857,13.344286,12.750000,13.342857,11.373689,656835200
2011-08-24,13.338214,13.534286,13.235714,13.435000,11.452236,626267600
2011-08-25,13.038571,13.408929,13.035714,13.347143,11.377345,871346000
2011-08-26,13.256071,13.707143,13.242857,13.699286,11.677517,641477200
2011-08-29,13.863571,13.982143,13.857143,13.927500,11.872051,405269200
2011-08-30,13.866071,13.994286,13.793214,13.928214,11.872658,417922400
2011-08-31,13.948929,14.002857,13.637857,13.743929,11.715569,522586400
2011-09-01,13.779286,13.833571,13.597143,13.608214,11.599886,343725200
2011-09-02,13.383571,13.500000,13.279643,13.358929,11.387393,438939200
2011-09-06,13.120357,13.583214,13.088571,13.562143,11.560614,509698000
2011-09-07,13.770000,13.771429,13.642857,13.711786,11.688171,350576800
2011-09-08,13.657143,13.878929,13.653929,13.719286,11.694565,416158400
2011-09-09,13.711786,13.785714,13.393571,13.481429,11.491813,564813200
2011-09-12,13.321429,13.602857,13.282143,13.569286,11.566701,467832400
2011-09-13,13.647857,13.793214,13.580357,13.736429,11.709181,440560400
2011-09-14,13.822143,14.007500,13.777143,13.903571,11.851651,534724400
2011-09-15,13.979643,14.059286,13.925000,14.034286,11.963078,417818800
2011-09-16,14.126429,14.303571,14.108214,14.303571,12.192620,698513200
2011-09-19,14.178571,14.758214,14.114286,14.701071,12.531455,823860800
2011-09-20,14.830357,15.102143,14.685357,14.766071,12.586862,775754000
2011-09-21,14.987143,15.056786,14.714286,14.719286,12.546983,605976000
2011-09-22,14.322500,14.636429,14.167857,14.350714,12.232806,968480800
2011-09-23,14.295714,14.526429,14.280357,14.439286,12.308304,546277200
2011-09-26,14.280714,14.427857,13.975000,14.398929,12.273902,812876400
2011-09-27,14.597500,14.616071,14.216429,14.259286,12.154870,632497600
2011-09-28,14.292500,14.419286,14.161071,14.178929,12.086376,429637600
2011-09-29,14.354286,14.364643,13.793214,13.948929,11.890319,651086800
2011-09-30,13.825714,13.888929,13.613571,13.618571,11.608716,547640800
2011-10-03,13.584643,13.665714,13.327500,13.378571,11.404132,669099200
2011-10-04,13.377500,13.635714,12.651429,13.303571,11.340205,1233677200
2011-10-05,13.137857,13.565000,12.867857,13.508929,11.515253,786469600
2011-10-06,13.333214,13.742143,13.278571,13.477500,11.488462,812582400
2011-10-07,13.420714,13.490714,13.160357,13.207143,11.258005,535458000
2011-10-10,13.538929,13.886071,13.507500,13.886071,11.836734,442514800
2011-10-11,14.020357,14.399286,13.982143,14.296071,12.186230,605687600
2011-10-12,14.547857,14.616071,14.290714,14.363929,12.244071,622286000
2011-10-13,14.463571,14.586786,14.387500,14.586786,12.434035,426185200
2011-10-14,14.886786,15.071429,14.831071,15.071429,12.847157,573367200
2011-10-17,15.062143,15.239286,14.855000,14.999643,12.785962,686044800
2011-10-18,15.062857,15.171786,14.856786,15.080000,12.854463,881602400
2011-10-19,14.333929,14.586429,14.207143,14.236429,12.135386,1104059600
2011-10-20,14.285714,14.298214,14.078929,14.118214,12.034618,549270400
2011-10-21,14.217857,14.255000,13.955357,14.031071,11.960334,621244400
2011-10-24,14.149286,14.517857,14.121429,14.491786,12.353058,502138000
2011-10-25,14.465357,14.519643,14.192143,14.206071,12.109509,430427200
2011-10-26,14.348571,14.376786,14.041071,14.307143,12.195662,456304800
2011-10-27,14.555714,14.607143,14.353214,14.453214,12.320177,494664800
2011-10-28,14.392857,14.512500,14.375357,14.462500,12.328093,322842800
2011-10-31,14.372143,14.618929,14.323214,14.456429,12.322919,385501200
2011-11-01,14.193214,14.267857,14.043571,14.161071,12.071151,531790000
2011-11-02,14.288929,14.301429,14.111071,14.193214,12.098546,327350800
2011-11-03,14.252500,14.407143,14.120000,14.395357,12.270863,441386400
2011-11-04,14.358214,14.408571,14.255714,14.294286,12.184703,302229200
2011-11-07,14.282500,14.285714,14.147500,14.276071,12.169178,270275600
2011-11-08,14.364643,14.571429,14.341429,14.508214,12.367060,400442000
2011-11-09,14.177500,14.317500,14.079643,14.117143,12.033702,558684000
2011-11-10,14.179643,14.186071,13.648214,13.757857,11.727441,744752400
2011-11-11,13.807500,13.882143,13.580714,13.736429,11.709181,653786000
2011-11-14,13.697143,13.758929,13.507143,13.545000,11.546002,432905200
2011-11-15,13.600000,13.910714,13.551786,13.886786,11.837342,430810800
2011-11-16,13.901786,13.969286,13.725714,13.741786,11.713745,349210400
2011-11-17,13.713571,13.735000,13.410714,13.478929,11.489680,479900400
2011-11-18,13.532857,13.571071,13.388571,13.390714,11.414486,371938000
2011-11-21,13.228571,13.274286,13.068214,13.178929,11.233953,447980400
2011-11-22,13.250714,13.497500,13.247857,13.446786,11.462280,409021200
2011-11-23,13.375357,13.422857,13.102857,13.106786,11.172460,428271200
2011-11-25,13.157857,13.255357,12.975714,12.984643,11.068341,254760800
2011-11-28,13.298214,13.454286,13.226071,13.432857,11.450410,346413200
2011-11-29,13.422857,13.529643,13.221429,13.328571,11.361512,375855200
2011-11-30,13.617500,13.652857,13.510714,13.650000,11.635504,405938400
2011-12-01,13.662143,13.892857,13.598214,13.854643,11.809945,387181200
2011-12-02,13.922500,14.058214,13.877857,13.917857,11.863832,379055600
2011-12-05,14.053214,14.157500,13.942500,14.036071,11.964599,357210000
2011-12-06,14.018214,14.093929,13.906429,13.962500,11.901885,283598000
2011-12-07,13.926071,13.962143,13.812857,13.896071,11.845262,304746400
2011-12-08,13.980357,14.125000,13.936786,13.952143,11.893058,376356400
2011-12-09,14.030357,14.072857,13.965357,14.057857,11.983168,296993200
2011-12-12,13.988571,14.067857,13.908929,13.994286,11.928980,301067200
2011-12-13,14.035714,14.121429,13.825000,13.886071,11.836734,338928800
2011-12-14,13.810714,13.835000,13.488571,13.578214,11.574312,406887600
2011-12-15,13.690357,13.705000,13.511071,13.533571,11.536260,256200000
2011-12-16,13.584286,13.719643,13.556071,13.607857,11.599583,421478400
2011-12-19,13.659643,13.744643,13.588571,13.650357,11.635807,235530400
2011-12-20,13.848571,14.146429,13.830714,14.141071,12.054100,337215200
2011-12-21,14.167500,14.189286,14.000357,14.158929,12.069326,262948000
2011-12-22,14.178571,14.254643,14.146429,14.233929,12.133256,202358800
2011-12-23,14.274643,14.413929,14.267500,14.404643,12.278773,269399200
2011-12-27,14.396429,14.610357,14.393571,14.518929,12.376195,265076000
2011-12-28,14.531786,14.580357,14.333571,14.380000,12.257768,228662000
2011-12-29,14.407143,14.487500,14.303929,14.468571,12.333270,215978000
2011-12-30,14.411071,14.510000,14.410357,14.464286,12.329616,179662000
2012-01-03,14.621429,14.732143,14.607143,14.686786,12.519280,302220800
2012-01-04,14.642857,14.810000,14.617143,14.765714,12.586557,260022000
2012-01-05,14.819643,14.948214,14.738214,14.929643,12.726293,271269600
2012-01-06,14.991786,15.098214,14.972143,15.085714,12.859331,318292800
2012-01-09,15.196429,15.276786,15.048214,15.061786,12.838936,394024400
2012-01-10,15.211071,15.214286,15.053571,15.115714,12.884906,258196400
2012-01-11,15.095714,15.101786,14.975357,15.091071,12.863900,215084800
2012-01-12,15.081429,15.103571,14.955357,15.049643,12.828584,212587200
2012-01-13,14.989286,15.016071,14.952143,14.993214,12.780482,226021600
2012-01-17,15.150000,15.213929,15.105714,15.167857,12.929354,242897200
2012-01-18,15.248571,15.338214,15.225000,15.325357,13.063610,276791200
2012-01-19,15.362500,15.406071,15.232500,15.276786,13.022207,261738400
2012-01-20,15.267500,15.267857,14.991071,15.010714,12.795403,413974400
2012-01-23,15.095357,15.301786,15.082143,15.264643,13.011855,306062400
2012-01-24,15.182143,15.182143,14.983929,15.014643,12.798750,547638000
2012-01-25,16.230000,16.230356,15.847500,15.952143,13.597892,958314000
2012-01-26,16.012857,16.028214,15.826429,15.879643,13.536090,323985200
2012-01-27,15.869286,16.017143,15.848929,15.974286,13.616767,299709200
2012-01-30,15.918214,16.210714,15.906786,16.178928,13.791208,379341200
2012-01-31,16.271070,16.365713,16.181070,16.302856,13.896847,391683600
2012-02-01,16.371786,16.392500,16.269644,16.292500,13.888018,270046000
2012-02-02,16.282143,16.327499,16.213572,16.254286,13.855440,186796400
2012-02-03,16.332144,16.428572,16.270000,16.417143,13.994267,286599600
2012-02-06,16.370714,16.606428,16.364286,16.570356,14.124870,249412800
2012-02-07,16.616072,16.776787,16.592142,16.743929,14.272828,316223600
2012-02-08,16.803572,17.028214,16.775000,17.024286,14.511807,407890000
2012-02-09,17.170000,17.741072,17.162857,17.613214,15.013819,884214800
2012-02-10,17.534286,17.772142,17.448214,17.622143,15.021433,631302000
2012-02-13,17.840357,17.993929,17.753214,17.950001,15.300903,517216000
2012-02-14,18.023571,18.198570,17.928572,18.195000,15.509747,460398400
2012-02-15,18.366428,18.796070,17.746071,17.773930,15.150810,1506120000
2012-02-16,17.553572,18.031786,17.379642,17.936071,15.289026,944552000
2012-02-17,17.968214,18.134644,17.867857,17.932858,15.286288,535805200
2012-02-21,18.102858,18.387501,18.004286,18.387501,15.673836,605595200
2012-02-22,18.324286,18.410357,18.181070,18.322857,15.618731,483302400
2012-02-23,18.395714,18.493929,18.196428,18.442499,15.720714,568027600
2012-02-24,18.559643,18.674999,18.522858,18.657499,15.903976,415072000
2012-02-27,18.618214,18.875000,18.438572,18.777143,16.005974,547582000
2012-02-28,18.855715,19.121786,18.780357,19.121786,16.299746,600387200
2012-02-29,19.341429,19.557501,19.132143,19.372856,16.513767,952011200
2012-03-01,19.577499,19.578930,19.241785,19.445356,16.575573,683270000
2012-03-02,19.437143,19.528570,19.375713,19.470715,16.597185,431712400
2012-03-05,19.479286,19.552856,18.785713,19.041430,16.231251,809124400
2012-03-06,18.702143,19.060356,18.436428,18.937857,16.142969,810238800
2012-03-07,19.171429,19.206429,18.689285,18.953215,16.156055,798520800
2012-03-08,19.096071,19.392500,19.004286,19.356787,16.500069,516457200
2012-03-09,19.436071,19.562143,19.396786,19.470358,16.596884,418919200
2012-03-12,19.606428,19.714287,19.535713,19.714287,16.804811,407282400
2012-03-13,19.912144,20.292143,19.848213,20.289286,17.294954,690855200
2012-03-14,20.644644,21.240000,20.549999,21.056429,17.948881,1418844000
2012-03-15,21.414642,21.428928,20.662500,20.912857,17.826494,1159718000
2012-03-16,20.882856,21.042856,20.642857,20.913214,17.826790,825487600
2012-03-19,21.370358,21.491785,21.037500,21.467857,18.299582,901236000
2012-03-20,21.411072,21.674999,21.124287,21.641430,18.447538,816662000
2012-03-21,21.526428,21.773214,21.478930,21.517857,18.342209,644042000
2012-03-22,21.349285,21.589287,21.268929,21.405001,18.246002,623870800
2012-03-23,21.446072,21.492857,21.228571,21.287500,18.145840,430488800
2012-03-26,21.421070,21.683929,21.259287,21.677856,18.478596,595742000
2012-03-27,21.649286,22.010000,21.645000,21.945715,18.706919,607129600
2012-03-28,22.084999,22.194643,21.796785,22.057858,18.802511,655460400
2012-03-29,21.885000,22.020000,21.686787,21.780714,18.566273,608238400
2012-03-30,21.741785,21.805714,21.355000,21.412500,18.252394,731038000
2012-04-02,21.493929,22.098928,21.442142,22.093929,18.833258,598351600
2012-04-03,22.403570,22.578930,22.232500,22.475714,19.158705,834559600
2012-04-04,22.298214,22.352142,22.035713,22.296785,19.006172,572980800
2012-04-05,22.392143,22.666430,22.264286,22.631430,19.291447,641298000
2012-04-09,22.361786,22.851429,22.332144,22.722500,19.369068,597536800
2012-04-10,22.854643,23.000000,22.357143,22.444286,19.131908,889725200
2012-04-11,22.721430,22.745358,22.262142,22.364286,19.063723,696614800
2012-04-12,22.321428,22.547501,22.160713,22.241785,18.959301,614336800
2012-04-13,22.289642,22.310715,21.553928,21.615356,18.425316,859644800
2012-04-16,21.787857,21.795713,20.651787,20.718929,17.661184,1050786800
2012-04-17,20.676430,21.785713,20.425358,21.775000,18.561399,1025528000
2012-04-18,21.918571,22.151787,21.525356,21.726429,18.519999,954531200
2012-04-19,21.436428,21.597500,20.875713,20.980000,17.883726,834719200
2012-04-20,21.120714,21.236429,20.372143,20.463572,17.443514,1030985200
2012-04-23,20.378929,20.595358,19.879286,20.417856,17.404547,966529200
2012-04-24,20.093214,20.274643,19.821428,20.010000,17.056879,1076149200
2012-04-25,21.987143,22.071428,21.642857,21.785713,18.570538,905777600
2012-04-26,21.938213,21.953215,21.504642,21.703571,18.500509,536068400
2012-04-27,21.609644,21.649286,21.446428,21.535713,18.357426,406722400
2012-04-30,21.350000,21.371429,20.821428,20.856428,17.778391,506144800
2012-05-01,20.889286,21.312857,20.758215,20.790358,17.722075,610999200
2012-05-02,20.722857,20.978571,20.673571,20.927856,17.839279,427389200
2012-05-03,21.089287,21.121429,20.725000,20.779285,17.712633,390549600
2012-05-04,20.610001,20.655714,20.184643,20.187500,17.208185,529992400
2012-05-07,20.053572,20.456072,20.043928,20.338572,17.336966,460118400
2012-05-08,20.342142,20.410713,19.954643,20.292143,17.297388,497252000
2012-05-09,20.132143,20.499287,20.030357,20.327856,17.327827,480704000
2012-05-10,20.520714,20.567142,20.301430,20.375713,17.368624,333200000
2012-05-11,20.178572,20.516787,20.155357,20.239643,17.252634,399546000
2012-05-14,20.091785,20.268213,19.914286,19.936428,16.994164,352626400
2012-05-15,20.051786,20.115000,19.705357,19.756071,16.840422,476336000
2012-05-16,19.787500,19.888929,19.322857,19.502857,16.624584,560896000
2012-05-17,19.475357,19.553572,18.932858,18.932858,16.138710,717220000
2012-05-18,19.070000,19.407499,18.649286,18.942142,16.146624,732292400
2012-05-21,19.089287,20.055000,19.073214,20.045713,17.087320,631106000
2012-05-22,20.341070,20.495714,19.735001,19.891787,16.956110,694870400
2012-05-23,19.910713,20.457144,19.758215,20.377144,17.369844,584897600
2012-05-24,20.566786,20.589287,20.043928,20.190001,17.210316,496230000
2012-05-25,20.163929,20.208929,19.945356,20.081785,17.118078,328507200
2012-05-29,20.389286,20.500000,20.189644,20.438213,17.421900,380508800
2012-05-30,20.328571,20.713928,20.234285,20.684643,17.631958,529429600
2012-05-31,20.740713,20.767857,20.409286,20.633215,17.588125,491674400
2012-06-01,20.327143,20.451786,20.018572,20.035357,17.078489,520987600
2012-06-04,20.053572,20.267857,19.589287,20.153214,17.178961,556995600
2012-06-05,20.045357,20.231071,19.940357,20.101070,17.134512,388214400
2012-06-06,20.277500,20.494642,20.196428,20.409286,17.397242,401455600
2012-06-07,20.617500,20.618570,20.375000,20.418571,17.405157,379766800
2012-06-08,20.414286,20.735001,20.321428,20.725714,17.666964,347516400
