,Date,Close,tnote,tbill,Fed_rate,GDP,GDP_growth,CPI
1513,2016-11-30,27.629999,2.3809,0.7748,0.31,18968.041,1.66747208,242.026
1514,2016-12-01,27.372499,2.4481,0.7799,0.41,18968.041,1.66747208,242.637
1515,2016-12-02,27.475,2.3831,0.7696,0.41,18968.041,1.66747208,242.637
1516,2016-12-05,27.2775,2.3941,0.7901,0.41,18968.041,1.66747208,242.637
1517,2016-12-06,27.487499,2.3887,0.785,0.41,18968.041,1.66747208,242.637
1518,2016-12-07,27.7575,2.3401,0.8315,0.41,18968.041,1.66747208,242.637
1519,2016-12-08,28.030001,2.4071,0.8366,0.41,18968.041,1.66747208,242.637
1520,2016-12-09,28.487499,2.4675,0.8468,0.41,18968.041,1.66747208,242.637
1521,2016-12-12,28.325001,2.4712,0.8468,0.41,18968.041,1.66747208,242.637
1522,2016-12-13,28.797501,2.4713,0.8673,0.41,18968.041,1.66747208,242.637
1523,2016-12-14,28.797501,2.5707,0.9084,0.41,18968.041,1.66747208,242.637
1524,2016-12-15,28.955,2.5967,0.8878,0.66,18968.041,1.66747208,242.637
1525,2016-12-16,28.9925,2.5916,0.8826,0.66,18968.041,1.66747208,242.637
1526,2016-12-19,29.16,2.5382,0.8775,0.66,18968.041,1.66747208,242.637
1527,2016-12-20,29.237499,2.5586,0.8775,0.66,18968.041,1.66747208,242.637
1528,2016-12-21,29.264999,2.5348,0.8569,0.66,18968.041,1.66747208,242.637
1529,2016-12-22,29.0725,2.5515,0.8518,0.66,18968.041,1.66747208,242.637
1530,2016-12-23,29.129999,2.5373,0.8517,0.66,18968.041,1.66747208,242.637
1531,2016-12-27,29.315001,2.5596,0.8568,0.66,18968.041,1.66747208,242.637
1532,2016-12-28,29.190001,2.508,0.8517,0.66,18968.041,1.66747208,242.637
1533,2016-12-29,29.182501,2.475,0.8158,0.66,18968.041,1.66747208,242.637
1534,2016-12-30,28.955,2.4443,0.8106,0.55,18968.041,1.66747208,242.637
1535,2017-01-03,29.0375,2.4444,0.826,0.66,19148.194,2.25568048,243.618
1536,2017-01-04,29.004999,2.439,0.8623,0.66,19148.194,2.25568048,243.618
1537,2017-01-05,29.1525,2.3443,0.8212,0.66,19148.194,2.25568048,243.618
1538,2017-01-06,29.477501,2.4193,0.8314,0.66,19148.194,2.25568048,243.618
1539,2017-01-09,29.747499,2.3647,0.8057,0.66,19148.194,2.25568048,243.618
1540,2017-01-10,29.7775,2.3757,0.8006,0.66,19148.194,2.25568048,243.618
1541,2017-01-11,29.9375,2.3721,0.8057,0.66,19148.194,2.25568048,243.618
1542,2017-01-12,29.8125,2.3631,0.7954,0.66,19148.194,2.25568048,243.618
1543,2017-01-13,29.76,2.3964,0.7954,0.66,19148.194,2.25568048,243.618
1544,2017-01-17,30.0,2.3253,0.78,0.66,19148.194,2.25568048,243.618
1545,2017-01-18,29.997499,2.4296,0.8056,0.66,19148.194,2.25568048,243.618
1546,2017-01-19,29.945,2.4739,0.8005,0.66,19148.194,2.25568048,243.618
1547,2017-01-20,30.0,2.4668,0.7902,0.66,19148.194,2.25568048,243.618
1548,2017-01-23,30.02,2.3971,0.7645,0.66,19148.194,2.25568048,243.618
1549,2017-01-24,29.9925,2.4652,0.7799,0.66,19148.194,2.25568048,243.618
1550,2017-01-25,30.469999,2.5116,0.785,0.66,19148.194,2.25568048,243.618
1551,2017-01-26,30.485001,2.5043,0.785,0.66,19148.194,2.25568048,243.618
1552,2017-01-27,30.487499,2.4843,0.785,0.66,19148.194,2.25568048,243.618
1553,2017-01-30,30.407499,2.4881,0.7747,0.66,19148.194,2.25568048,243.618
1554,2017-01-31,30.3375,2.4531,0.7593,0.56,19148.194,2.25568048,243.618
1555,2017-02-01,32.1875,2.4699,0.8212,0.66,19148.194,2.25568048,244.006
1556,2017-02-02,32.1325,2.4737,0.8109,0.66,19148.194,2.25568048,244.006
1557,2017-02-03,32.27,2.4648,0.8006,0.66,19148.194,2.25568048,244.006
1558,2017-02-06,32.572498,2.4077,0.7801,0.66,19148.194,2.25568048,244.006
1559,2017-02-07,32.8825,2.3931,0.7801,0.66,19148.194,2.25568048,244.006
1560,2017-02-08,33.009998,2.3363,0.7749,0.66,19148.194,2.25568048,244.006
1561,2017-02-09,33.105,2.3948,0.7852,0.66,19148.194,2.25568048,244.006
1562,2017-02-10,33.029999,2.4073,0.7903,0.66,19148.194,2.25568048,244.006
1563,2017-02-13,33.322498,2.4358,0.8005,0.66,19148.194,2.25568048,244.006
1564,2017-02-14,33.755001,2.4698,0.821,0.66,19148.194,2.25568048,244.006
1565,2017-02-15,33.877499,2.4932,0.8261,0.66,19148.194,2.25568048,244.006
1566,2017-02-16,33.837502,2.4467,0.7953,0.66,19148.194,2.25568048,244.006
1567,2017-02-17,33.93,2.4147,0.7953,0.66,19148.194,2.25568048,244.006
1568,2017-02-21,34.174999,2.429,0.7953,0.66,19148.194,2.25568048,244.006
1569,2017-02-22,34.2775,2.4129,0.7953,0.66,19148.194,2.25568048,244.006
1570,2017-02-23,34.1325,2.372,0.7799,0.66,19148.194,2.25568048,244.006
1571,2017-02-24,34.165001,2.3117,0.7747,0.66,19148.194,2.25568048,244.006
1572,2017-02-27,34.232498,2.365,0.7747,0.66,19148.194,2.25568048,244.006
1573,2017-02-28,34.247501,2.3899,0.8208,0.57,19148.194,2.25568048,244.006
1574,2017-03-01,34.947498,2.4526,0.9136,0.66,19148.194,2.25568048,243.892
1575,2017-03-02,34.740002,2.4779,0.9599,0.66,19148.194,2.25568048,243.892
1576,2017-03-03,34.945,2.478,0.9598,0.66,19148.194,2.25568048,243.892
1577,2017-03-06,34.834999,2.4997,0.965,0.66,19148.194,2.25568048,243.892
1578,2017-03-07,34.880001,2.5179,0.9958,0.66,19148.194,2.25568048,243.892
1579,2017-03-08,34.75,2.5597,1.0163,0.66,19148.194,2.25568048,243.892
1580,2017-03-09,34.669998,2.6053,1.0318,0.66,19148.194,2.25568048,243.892
1581,2017-03-10,34.785,2.5745,1.0266,0.66,19148.194,2.25568048,243.892
1582,2017-03-13,34.799999,2.6258,1.0471,0.66,19148.194,2.25568048,243.892
1583,2017-03-14,34.747501,2.6002,1.0368,0.66,19148.194,2.25568048,243.892
1584,2017-03-15,35.115002,2.493,1.0008,0.66,19148.194,2.25568048,243.892
1585,2017-03-16,35.172501,2.5402,0.9853,0.91,19148.194,2.25568048,243.892
1586,2017-03-17,34.997501,2.5005,0.9801,0.91,19148.194,2.25568048,243.892
1587,2017-03-20,35.365002,2.4607,0.9801,0.91,19148.194,2.25568048,243.892
1588,2017-03-21,34.959999,2.4175,0.9698,0.91,19148.194,2.25568048,243.892
1589,2017-03-22,35.355,2.405,0.9647,0.91,19148.194,2.25568048,243.892
1590,2017-03-23,35.23,2.4194,0.9595,0.91,19148.194,2.25568048,243.892
1591,2017-03-24,35.16,2.4123,0.9646,0.91,19148.194,2.25568048,243.892
1592,2017-03-27,35.220001,2.3782,0.9748,0.91,19148.194,2.25568048,243.892
1593,2017-03-28,35.950001,2.4178,1.0108,0.91,19148.194,2.25568048,243.892
1594,2017-03-29,36.029999,2.3765,1.0319,0.91,19148.194,2.25568048,243.892
1595,2017-03-30,35.982498,2.4197,1.0216,0.91,19148.194,2.25568048,243.892
1596,2017-03-31,35.915001,2.3874,1.0164,0.82,19148.194,2.25568048,243.892
1597,2017-04-03,35.924999,2.3193,1.0061,0.91,19304.506,2.25568048,244.193
1598,2017-04-04,36.192501,2.3605,1.0215,0.91,19304.506,2.25568048,244.193
1599,2017-04-05,36.005001,2.3354,1.0163,0.91,19304.506,2.25568048,244.193
1600,2017-04-06,35.915001,2.3408,1.0266,0.91,19304.506,2.25568048,244.193
1601,2017-04-07,35.834999,2.3822,1.0574,0.91,19304.506,2.25568048,244.193
1602,2017-04-10,35.7925,2.3661,1.0523,0.91,19304.506,2.25568048,244.193
1603,2017-04-11,35.407501,2.2962,1.0368,0.91,19304.506,2.25568048,244.193
1604,2017-04-12,35.450001,2.2392,1.0162,0.91,19304.506,2.25568048,244.193
1605,2017-04-13,35.262501,2.2374,1.011,0.91,19304.506,2.25568048,244.193
1606,2017-04-17,35.4575,2.2498,1.0161,0.91,19304.506,2.25568048,244.193
1607,2017-04-18,35.299999,2.1682,1.0007,0.91,19304.506,2.25568048,244.193
1608,2017-04-19,35.169998,2.2143,1.0006,0.91,19304.506,2.25568048,244.193
1609,2017-04-20,35.610001,2.232,0.9903,0.91,19304.506,2.25568048,244.193
1610,2017-04-21,35.567501,2.248,0.9749,0.91,19304.506,2.25568048,244.193
1611,2017-04-24,35.91,2.273,1.0057,0.91,19304.506,2.25568048,244.193
1612,2017-04-25,36.1325,2.3322,1.0262,0.91,19304.506,2.25568048,244.193
1613,2017-04-26,35.919998,2.3035,1.0628,0.91,19304.506,2.25568048,244.193
1614,2017-04-27,35.947498,2.2946,1.0525,0.91,19304.506,2.25568048,244.193
1615,2017-04-28,35.912498,2.2802,1.0576,0.83,19304.506,2.25568048,244.193
1616,2017-05-01,36.645,2.318,1.073,0.91,19304.506,2.25568048,244.004
1617,2017-05-02,36.877499,2.2803,1.0678,0.91,19304.506,2.25568048,244.004
1618,2017-05-03,36.764999,2.318,1.0833,0.91,19304.506,2.25568048,244.004
1619,2017-05-04,36.6325,2.3541,1.0935,0.91,19304.506,2.25568048,244.004
1620,2017-05-05,37.240002,2.3487,1.0935,0.91,19304.506,2.25568048,244.004
1621,2017-05-08,38.252499,2.3868,1.1089,0.91,19304.506,2.25568048,244.004
1622,2017-05-09,38.497501,2.3977,1.1192,0.91,19304.506,2.25568048,244.004
1623,2017-05-10,38.314999,2.4141,1.1192,0.91,19304.506,2.25568048,244.004
1624,2017-05-11,38.487499,2.3874,1.1191,0.91,19304.506,2.25568048,244.004
1625,2017-05-12,39.025002,2.3257,1.1036,0.91,19304.506,2.25568048,244.004
1626,2017-05-15,38.924999,2.3433,1.1036,0.91,19304.506,2.25568048,244.004
1627,2017-05-16,38.8675,2.3257,1.0984,0.91,19304.506,2.25568048,244.004
1628,2017-05-17,37.5625,2.2243,1.0726,0.91,19304.506,2.25568048,244.004
1629,2017-05-18,38.134998,2.2294,1.0726,0.91,19304.506,2.25568048,244.004
1630,2017-05-19,38.264999,2.2346,1.088,0.91,19304.506,2.25568048,244.004
1631,2017-05-22,38.497501,2.2537,1.0983,0.91,19304.506,2.25568048,244.004
1632,2017-05-23,38.450001,2.2799,1.124,0.91,19304.506,2.25568048,244.004
1633,2017-05-24,38.334999,2.2502,1.1504,0.91,19304.506,2.25568048,244.004
1634,2017-05-25,38.467499,2.2554,1.1504,0.91,19304.506,2.25568048,244.004
1635,2017-05-26,38.4025,2.2465,1.1452,0.91,19304.506,2.25568048,244.004
1636,2017-05-30,38.4175,2.2098,1.1451,0.91,19304.506,2.25568048,244.004
1637,2017-05-31,38.189999,2.2028,1.1503,0.83,19304.506,2.25568048,244.004
1638,2017-06-01,38.294998,2.2114,1.1451,0.91,19304.506,2.25568048,244.163
1639,2017-06-02,38.862499,2.1591,1.1502,0.91,19304.506,2.25568048,244.163
1640,2017-06-05,38.482498,2.1817,1.1553,0.91,19304.506,2.25568048,244.163
1641,2017-06-06,38.612499,2.1451,1.1449,0.91,19304.506,2.25568048,244.163
1642,2017-06-07,38.842499,2.1729,1.1655,0.91,19304.506,2.25568048,244.163
1643,2017-06-08,38.747501,2.1885,1.1707,0.91,19304.506,2.25568048,244.163
1644,2017-06-09,37.244999,2.2005,1.186,0.91,19304.506,2.25568048,244.163
1645,2017-06-12,36.355,2.2145,1.1963,0.91,19304.506,2.25568048,244.163
1646,2017-06-13,36.647499,2.2109,1.2015,0.91,19304.506,2.25568048,244.163
1647,2017-06-14,36.290001,2.1256,1.186,0.91,19304.506,2.25568048,244.163
1648,2017-06-15,36.072498,2.1637,1.1962,1.16,19304.506,2.25568048,244.163
1649,2017-06-16,35.567501,2.1514,1.1859,1.16,19304.506,2.25568048,244.163
1650,2017-06-19,36.584999,2.1879,1.2013,1.16,19304.506,2.25568048,244.163
1651,2017-06-20,36.252499,2.1565,1.2064,1.16,19304.506,2.25568048,244.163
1652,2017-06-21,36.467499,2.1634,1.2124,1.16,19304.506,2.25568048,244.163
1653,2017-06-22,36.407501,2.1477,1.2072,1.16,19304.506,2.25568048,244.163
1654,2017-06-23,36.57,2.1423,1.2019,1.16,19304.506,2.25568048,244.163
1655,2017-06-26,36.455002,2.137,1.1967,1.16,19304.506,2.25568048,244.163
1656,2017-06-27,35.932499,2.2051,1.207,1.16,19304.506,2.25568048,244.163
1657,2017-06-28,36.4575,2.2279,1.2018,1.16,19304.506,2.25568048,244.163
1658,2017-06-29,35.919998,2.2666,1.2173,1.16,19304.506,2.25568048,244.163
1659,2017-06-30,36.005001,2.3037,1.2275,1.06,19304.506,2.25568048,244.163
1660,2017-07-03,35.875,2.3499,1.2429,1.16,19561.896,2.25568048,244.243
1661,2017-07-05,36.022499,2.3232,1.2274,1.16,19561.896,2.25568048,244.243
1662,2017-07-06,35.682499,2.3659,1.2171,1.16,19561.896,2.25568048,244.243
1663,2017-07-07,36.044998,2.3856,1.2067,1.16,19561.896,2.25568048,244.243
1664,2017-07-10,36.264999,2.373,1.2066,1.16,19561.896,2.25568048,244.243
1665,2017-07-11,36.3825,2.3605,1.1963,1.16,19561.896,2.25568048,244.243
1666,2017-07-12,36.435001,2.3177,1.1911,1.16,19561.896,2.25568048,244.243
1667,2017-07-13,36.942501,2.3444,1.2014,1.16,19561.896,2.25568048,244.243
1668,2017-07-14,37.259998,2.3319,1.1962,1.16,19561.896,2.25568048,244.243
1669,2017-07-17,37.389999,2.3141,1.1961,1.16,19561.896,2.25568048,244.243
1670,2017-07-18,37.52,2.259,1.191,1.16,19561.896,2.25568048,244.243
1671,2017-07-19,37.755001,2.2696,1.2175,1.16,19561.896,2.25568048,244.243
1672,2017-07-20,37.584999,2.2589,1.2072,1.16,19561.896,2.25568048,244.243
1673,2017-07-21,37.567501,2.2375,1.2071,1.16,19561.896,2.25568048,244.243
1674,2017-07-24,38.022499,2.2552,1.2174,1.16,19561.896,2.25568048,244.243
1675,2017-07-25,38.185001,2.3354,1.2277,1.16,19561.896,2.25568048,244.243
1676,2017-07-26,38.365002,2.2872,1.2173,1.16,19561.896,2.25568048,244.243
1677,2017-07-27,37.639999,2.3103,1.2173,1.16,19561.896,2.25568048,244.243
1678,2017-07-28,37.375,2.2889,1.2069,1.16,19561.896,2.25568048,244.243
1679,2017-07-31,37.182499,2.2942,1.212,1.07,19561.896,2.25568048,244.243
1680,2017-08-01,37.512501,2.2532,1.2068,1.16,19561.896,2.25568048,245.183
1681,2017-08-02,39.285,2.271,1.2119,1.16,19561.896,2.25568048,245.183
1682,2017-08-03,38.892502,2.2212,1.2106,1.16,19561.896,2.25568048,245.183
1683,2017-08-04,39.0975,2.262,1.2183,1.16,19561.896,2.25568048,245.183
1684,2017-08-07,39.702499,2.253,1.2208,1.16,19561.896,2.25568048,245.183
1685,2017-08-08,40.02,2.2619,1.2221,1.16,19561.896,2.25568048,245.183
1686,2017-08-09,40.264999,2.2476,1.2027,1.16,19561.896,2.25568048,245.183
1687,2017-08-10,38.830002,2.1975,1.2014,1.16,19561.896,2.25568048,245.183
1688,2017-08-11,39.369999,2.1888,1.1949,1.16,19561.896,2.25568048,245.183
1689,2017-08-14,39.962502,2.2185,1.2052,1.16,19561.896,2.25568048,245.183
1690,2017-08-15,40.400002,2.2728,1.227,1.16,19561.896,2.25568048,245.183
1691,2017-08-16,40.237499,2.222,1.2382,1.16,19561.896,2.25568048,245.183
1692,2017-08-17,39.465,2.1853,1.2227,1.16,19561.896,2.25568048,245.183
1693,2017-08-18,39.375,2.1939,1.2226,1.16,19561.896,2.25568048,245.183
1694,2017-08-21,39.302502,2.1817,1.2148,1.16,19561.896,2.25568048,245.183
1695,2017-08-22,39.945,2.2131,1.2277,1.16,19561.896,2.25568048,245.183
1696,2017-08-23,39.994999,2.166,1.2173,1.16,19561.896,2.25568048,245.183
1697,2017-08-24,39.817501,2.1939,1.2289,1.16,19561.896,2.25568048,245.183
1698,2017-08-25,39.965,2.1659,1.2249,1.16,19561.896,2.25568048,245.183
1699,2017-08-28,40.3675,2.1571,1.2288,1.16,19561.896,2.25568048,245.183
1700,2017-08-29,40.727501,2.1292,1.2158,1.16,19561.896,2.25568048,245.183
1701,2017-08-30,40.837502,2.1309,1.2184,1.16,19561.896,2.25568048,245.183
1702,2017-08-31,41.0,2.117,1.2171,1.07,19561.896,2.25568048,245.183
1703,2017-09-01,41.012501,2.1657,1.2221,1.16,19561.896,2.25568048,246.435
1704,2017-09-05,40.52,2.0596,1.2092,1.16,19561.896,2.25568048,246.435
1705,2017-09-06,40.477501,2.1046,1.2272,1.16,19561.896,2.25568048,246.435
1706,2017-09-07,40.314999,2.0387,1.2001,1.16,19561.896,2.25568048,246.435
1707,2017-09-08,39.657501,2.0507,1.1975,1.16,19561.896,2.25568048,246.435
1708,2017-09-11,40.375,2.1306,1.2245,1.16,19561.896,2.25568048,246.435
1709,2017-09-12,40.215,2.1672,1.2206,1.16,19561.896,2.25568048,246.435
1710,2017-09-13,39.912498,2.1883,1.264,1.16,19561.896,2.25568048,246.435
1711,2017-09-14,39.57,2.1847,1.2769,1.16,19561.896,2.25568048,246.435
1712,2017-09-15,39.970001,2.2023,1.2897,1.16,19561.896,2.25568048,246.435
1713,2017-09-18,39.6675,2.2287,1.2948,1.16,19561.896,2.25568048,246.435
1714,2017-09-19,39.682499,2.2446,1.2922,1.16,19561.896,2.25568048,246.435
1715,2017-09-20,39.017502,2.2676,1.2948,1.16,19561.896,2.25568048,246.435
1716,2017-09-21,38.3475,2.2765,1.2999,1.16,19561.896,2.25568048,246.435
1717,2017-09-22,37.9725,2.2499,1.2946,1.16,19561.896,2.25568048,246.435
1718,2017-09-25,37.637501,2.2198,1.2843,1.16,19561.896,2.25568048,246.435
1719,2017-09-26,38.285,2.2357,1.292,1.16,19561.896,2.25568048,246.435
1720,2017-09-27,38.557499,2.3103,1.3023,1.16,19561.896,2.25568048,246.435
1721,2017-09-28,38.32,2.3085,1.2868,1.16,19561.896,2.25568048,246.435
1722,2017-09-29,38.529999,2.3336,1.2892,1.06,19561.896,2.25568048,246.435
1723,2017-10-02,38.452499,2.3408,1.2866,1.16,19894.75,2.25568048,246.626
1724,2017-10-03,38.619999,2.3229,1.2866,1.16,19894.75,2.25568048,246.626
1725,2017-10-04,38.369999,2.3229,1.3098,1.16,19894.75,2.25568048,246.626
1726,2017-10-05,38.8475,2.348,1.333,1.16,19894.75,2.25568048,246.626
1727,2017-10-06,38.825001,2.3589,1.3329,1.16,19894.75,2.25568048,246.626
1728,2017-10-09,38.959999,2.3589,1.3329,1.16,19894.75,2.25568048,246.626
1729,2017-10-10,38.974998,2.3607,1.3586,1.16,19894.75,2.25568048,246.626
1730,2017-10-11,39.137501,2.3481,1.3985,1.16,19894.75,2.25568048,246.626
1731,2017-10-12,39.0,2.3177,1.3958,1.16,19894.75,2.25568048,246.626
1732,2017-10-13,39.247501,2.273,1.3879,1.16,19894.75,2.25568048,246.626
1733,2017-10-16,39.970001,2.3034,1.4034,1.16,19894.75,2.25568048,246.626
1734,2017-10-17,40.1175,2.2998,1.3982,1.16,19894.75,2.25568048,246.626
1735,2017-10-18,39.939999,2.3465,1.4059,1.16,19894.75,2.25568048,246.626
1736,2017-10-19,38.994999,2.3178,1.3955,1.16,19894.75,2.25568048,246.626
1737,2017-10-20,39.0625,2.3845,1.4135,1.16,19894.75,2.25568048,246.626
1738,2017-10-23,39.0425,2.3664,1.4031,1.16,19894.75,2.25568048,246.626
1739,2017-10-24,39.275002,2.4189,1.4135,1.16,19894.75,2.25568048,246.626
1740,2017-10-25,39.102501,2.4317,1.4134,1.16,19894.75,2.25568048,246.626
1741,2017-10-26,39.352501,2.4609,1.4185,1.16,19894.75,2.25568048,246.626
1742,2017-10-27,40.762501,2.4064,1.4055,1.16,19894.75,2.25568048,246.626
1743,2017-10-30,41.68,2.3684,1.408,1.16,19894.75,2.25568048,246.626
1744,2017-10-31,42.259998,2.3793,1.4209,1.07,19894.75,2.25568048,246.626
1745,2017-11-01,41.7225,2.3721,1.4312,1.16,19894.75,2.25568048,247.284
1746,2017-11-02,42.0275,2.345,1.4338,1.16,19894.75,2.25568048,247.284
1747,2017-11-03,43.125,2.3325,1.4569,1.16,19894.75,2.25568048,247.284
1748,2017-11-06,43.5625,2.3163,1.4776,1.16,19894.75,2.25568048,247.284
1749,2017-11-07,43.702499,2.3145,1.4879,1.16,19894.75,2.25568048,247.284
1750,2017-11-08,44.060001,2.3343,1.5202,1.16,19894.75,2.25568048,247.284
1751,2017-11-09,43.970001,2.3416,1.515,1.16,19894.75,2.25568048,247.284
1752,2017-11-10,43.6675,2.3984,1.5278,1.16,19894.75,2.25568048,247.284
1753,2017-11-13,43.4925,2.4055,1.5381,1.16,19894.75,2.25568048,247.284
1754,2017-11-14,42.834999,2.3717,1.5458,1.16,19894.75,2.25568048,247.284
1755,2017-11-15,42.27,2.3222,1.538,1.16,19894.75,2.25568048,247.284
1756,2017-11-16,42.775002,2.3753,1.59,1.16,19894.75,2.25568048,247.284
1757,2017-11-17,42.537498,2.3435,1.6,1.16,19894.75,2.25568048,247.284
1758,2017-11-20,42.494999,2.37,1.62,1.16,19894.75,2.25568048,247.284
1759,2017-11-21,43.285,2.36,1.62,1.16,19894.75,2.25568048,247.284
1760,2017-11-22,43.740002,2.32,1.61,1.16,19894.75,2.25568048,247.284
1761,2017-11-24,43.7425,2.34,1.61,1.16,19894.75,2.25568048,247.284
1762,2017-11-27,43.522499,2.32,1.62,1.16,19894.75,2.25568048,247.284
1763,2017-11-28,43.267502,2.34,1.61,1.16,19894.75,2.25568048,247.284
1764,2017-11-29,42.369999,2.37,1.61,1.16,19894.75,2.25568048,247.284
1765,2017-11-30,42.962502,2.42,1.62,1.07,19894.75,2.25568048,247.284
1766,2017-12-01,42.762501,2.37,1.62,1.16,19894.75,2.25568048,247.805
1767,2017-12-04,42.450001,2.37,1.66,1.16,19894.75,2.25568048,247.805
1768,2017-12-05,42.41,2.36,1.64,1.16,19894.75,2.25568048,247.805
1769,2017-12-06,42.252499,2.33,1.68,1.16,19894.75,2.25568048,247.805
1770,2017-12-07,42.330002,2.37,1.67,1.16,19894.75,2.25568048,247.805
1771,2017-12-08,42.342499,2.38,1.65,1.16,19894.75,2.25568048,247.805
1772,2017-12-11,43.1675,2.39,1.69,1.16,19894.75,2.25568048,247.805
1773,2017-12-12,42.924999,2.4,1.7,1.17,19894.75,2.25568048,247.805
1774,2017-12-13,43.067501,2.36,1.68,1.17,19894.75,2.25568048,247.805
1775,2017-12-14,43.055,2.35,1.7,1.41,19894.75,2.25568048,247.805
1776,2017-12-15,43.4925,2.35,1.71,1.41,19894.75,2.25568048,247.805
1777,2017-12-18,44.105,2.39,1.7,1.42,19894.75,2.25568048,247.805
1778,2017-12-19,43.634998,2.46,1.71,1.42,19894.75,2.25568048,247.805
1779,2017-12-20,43.587502,2.49,1.72,1.42,19894.75,2.25568048,247.805
1780,2017-12-21,43.752499,2.48,1.73,1.42,19894.75,2.25568048,247.805
1781,2017-12-22,43.752499,2.48,1.73,1.42,19894.75,2.25568048,247.805
1782,2017-12-26,42.642502,2.47,1.75,1.42,19894.75,2.25568048,247.805
1783,2017-12-27,42.650002,2.42,1.75,1.42,19894.75,2.25568048,247.805
1784,2017-12-28,42.77,2.43,1.76,1.42,19894.75,2.25568048,247.805
1785,2017-12-29,42.307499,2.4,1.76,1.33,19894.75,2.25568048,247.805
1786,2018-01-02,43.064999,2.46,1.83,1.42,20155.486,2.9188569,248.743
1787,2018-01-03,43.057499,2.44,1.81,1.42,20155.486,2.9188569,248.743
1788,2018-01-04,43.2575,2.46,1.82,1.42,20155.486,2.9188569,248.743
1789,2018-01-05,43.75,2.47,1.8,1.42,20155.486,2.9188569,248.743
1790,2018-01-08,43.587502,2.49,1.79,1.42,20155.486,2.9188569,248.743
1791,2018-01-09,43.5825,2.55,1.78,1.42,20155.486,2.9188569,248.743
1792,2018-01-10,43.572498,2.55,1.78,1.42,20155.486,2.9188569,248.743
1793,2018-01-11,43.82,2.54,1.77,1.42,20155.486,2.9188569,248.743
1794,2018-01-12,44.272499,2.55,1.78,1.42,20155.486,2.9188569,248.743
1795,2018-01-16,44.047501,2.54,1.79,1.42,20155.486,2.9188569,248.743
1796,2018-01-17,44.775002,2.57,1.79,1.42,20155.486,2.9188569,248.743
1797,2018-01-18,44.814999,2.62,1.79,1.42,20155.486,2.9188569,248.743
1798,2018-01-19,44.615002,2.64,1.79,1.42,20155.486,2.9188569,248.743
1799,2018-01-22,44.25,2.66,1.79,1.42,20155.486,2.9188569,248.743
1800,2018-01-23,44.259998,2.63,1.78,1.42,20155.486,2.9188569,248.743
1801,2018-01-24,43.555,2.65,1.79,1.42,20155.486,2.9188569,248.743
1802,2018-01-25,42.7775,2.63,1.8,1.42,20155.486,2.9188569,248.743
1803,2018-01-26,42.877499,2.66,1.8,1.42,20155.486,2.9188569,248.743
1804,2018-01-29,41.990002,2.7,1.8,1.42,20155.486,2.9188569,248.743
1805,2018-01-30,41.7425,2.73,1.88,1.42,20155.486,2.9188569,248.743
1806,2018-01-31,41.857498,2.72,1.9,1.34,20155.486,2.9188569,248.743
1807,2018-02-01,41.945,2.78,1.89,1.42,20155.486,2.9188569,249.439
1808,2018-02-02,40.125,2.84,1.88,1.42,20155.486,2.9188569,249.439
1809,2018-02-05,39.122501,2.77,1.85,1.42,20155.486,2.9188569,249.439
1810,2018-02-06,40.7575,2.79,1.87,1.42,20155.486,2.9188569,249.439
1811,2018-02-07,39.884998,2.84,1.91,1.42,20155.486,2.9188569,249.439
1812,2018-02-08,38.787498,2.85,1.91,1.42,20155.486,2.9188569,249.439
1813,2018-02-09,39.102501,2.83,1.89,1.42,20155.486,2.9188569,249.439
1814,2018-02-12,40.677502,2.86,1.93,1.42,20155.486,2.9188569,249.439
1815,2018-02-13,41.084999,2.83,1.95,1.42,20155.486,2.9188569,249.439
1816,2018-02-14,41.842499,2.91,1.98,1.42,20155.486,2.9188569,249.439
1817,2018-02-15,43.247501,2.9,1.99,1.42,20155.486,2.9188569,249.439
1818,2018-02-16,43.107498,2.87,2.0,1.42,20155.486,2.9188569,249.439
1819,2018-02-20,42.962502,2.88,2.01,1.42,20155.486,2.9188569,249.439
1820,2018-02-21,42.767502,2.94,2.03,1.42,20155.486,2.9188569,249.439
1821,2018-02-22,43.125,2.92,2.02,1.42,20155.486,2.9188569,249.439
1822,2018-02-23,43.875,2.88,2.02,1.42,20155.486,2.9188569,249.439
1823,2018-02-26,44.7425,2.86,2.03,1.42,20155.486,2.9188569,249.439
1824,2018-02-27,44.5975,2.9,2.08,1.42,20155.486,2.9188569,249.439
1825,2018-02-28,44.529999,2.87,2.07,1.35,20155.486,2.9188569,249.439
1826,2018-03-01,43.75,2.81,2.05,1.42,20155.486,2.9188569,249.581
1827,2018-03-02,44.052502,2.86,2.06,1.42,20155.486,2.9188569,249.581
1828,2018-03-05,44.205002,2.88,2.06,1.42,20155.486,2.9188569,249.581
1829,2018-03-06,44.1675,2.88,2.06,1.42,20155.486,2.9188569,249.581
1830,2018-03-07,43.7575,2.89,2.05,1.42,20155.486,2.9188569,249.581
1831,2018-03-08,44.235001,2.86,2.05,1.42,20155.486,2.9188569,249.581
1832,2018-03-09,44.994999,2.9,2.03,1.42,20155.486,2.9188569,249.581
1833,2018-03-12,45.43,2.87,2.05,1.42,20155.486,2.9188569,249.581
1834,2018-03-13,44.9925,2.84,2.03,1.42,20155.486,2.9188569,249.581
1835,2018-03-14,44.610001,2.81,2.05,1.42,20155.486,2.9188569,249.581
